BB54CE84B54342B74BBD813DE8B2B39F0B8D301B9FDC2BB4127B4DF78D2CD134,22932EAC04126606E237CFAD9383780919CBA144,4c195b526b9ea80b453e77cb65e90155,2015-11-06 17:10:46,9104119,jp.gmomedia.android.prcm,163,0,2016-02-22 00:56:05,9126260,play.google.com
BB5669CE3052D14B40B750DABCD4252DD424BA4468D046A219A70C5E8FAD6F05,320A398A79E3E89A3DFE2D148AC13D9B3508C83E,623bdce6b6349de929ea8b9425b0c233,2014-08-23 14:28:12,17294395,wedding.dress.ideas,1,0,2016-03-27 01:50:37,5744576,play.google.com|PlayDrone
BB57190E44E6A56C3C4CFDAEED860C5F7C4B7AC4EDEBFFEBB06617F918783B4C,77DF947AA26BEABE54EFEA661B3CCA806BDF34E8,c1db3655ea08d8000a7e38888128b045,2015-09-01 21:57:00,13413413,com.riffsy.FBMGIFApp,44,0,2016-02-22 00:56:25,6270032,play.google.com
BB573E91F6936D247C8766E7E88C210E6068ED0557C6FA229D7ED54E9DEF8EC7,EC63D2C6EA557756B3E2964E121C00B0AABA7C21,5e48723cd86d09540f370c2034f0fc32,2015-04-18 08:02:48,1100868,com.funappsforyou.smileyface.smileyface,1,0,2015-05-24 06:29:18,229768,play.google.com
BB58426B009EB86687FFBAF4E24AC5C1BEB1BC311953FA6989D410147C208045,6AD57A4CFFB5A8F6FA1D41843DEA4C1F40D8D7F1,f76843236353147f1b551f24054972dc,2014-08-31 16:41:26,28788887,com.capeofgoodgames.ermt,2,0,2016-05-03 12:25:33,681980,play.google.com|PlayDrone
BB5A09EE323D3F3772D361A945536146A8DDF35181A2F4D3A6A750252EAD5A98,B6DD6E185D564032BC73ED9CBF6EEB29AE719267,8f6511b2523a2230f8f52450eacf97a1,2015-08-11 19:23:48,9348405,org.cdnet.venturecareer,10,0,2016-02-11 09:28:21,4316772,play.google.com
BB5C6D68A578CEA078C83205AA9831CEA5FB53984DD6D4FB28307202FC4744C5,AFAF5A6EF7F9345B09702AB08EE2E47CE0E7B6AD,95d3bb9a48a0fe2be24938f12fd781b1,2014-12-18 17:41:18,6400108,com.epl,15,0,2015-03-28 04:17:34,2409808,play.google.com
BB5CC294A66ABB5986A000C8E3C63CF0A5543D0A487CCD270E6D35AA81F54E58,03C7728E62F21B52BF09785E447753F2429A3B99,663ff58270d9dba9ccb7521f6b4c7164,2015-06-26 17:17:36,3562728,com.gingerwebs.nao,6,0,2016-02-22 00:57:16,2053488,play.google.com
BB60DE74EABA56935A31885BCB84345A3F0AFB4FC5FFE252BC3C939747B85EF8,36D5ABFCB9A0054880334E7681858725D15DD974,c9ed14ffcd3b155718f45c03c9f159e3,2014-12-29 20:01:20,2253276,com.growth.spousebet.android,3,0,2015-09-05 03:47:03,2012380,play.google.com
BB62B11ECE8A97AB6F199032CFD8158CA0140E15430B83188ABEB0945ECFEB88,F1FD4335BA4A3B544F7055A16CE1620155266173,e0e8f01ae9f5908c6de48d9147b76825,2014-09-04 11:42:24,2539417,com.beautyhaircolortips.app,1,0,2016-01-14 00:26:19,4340380,play.google.com
